epoch,accuracy,loss,val_accuracy,val_loss
70,0.6606291,0.911885324040693,0.6264976263046265,1.032009713735777
71,0.6626842,0.9060761651348688,0.6342992186546326,0.9965898880190622
72,0.6597931,0.9067161907542316,0.5977988243103027,1.112196814934169
73,0.6613954,0.9059961459272861,0.6230147480964661,1.0327744803477807
74,0.6596886,0.9065100438725451,0.6290053129196167,1.0201319804195574
75,0.6643213,0.9053272711678007,0.6206464171409607,1.0478464859081331
76,0.6648786,0.8992319712652475,0.6331847310066223,1.0178425295932874
77,0.6627538,0.9053426637449892,0.6090832948684692,1.063994516832113
78,0.6663764,0.8982366473598621,0.6295625567436218,1.035767085848163
79,0.67010343,0.8933222576108504,0.6203677654266357,1.0281621474979248
80,0.6649831,0.9002895657877683,0.6277514696121216,1.0221314891097473
81,0.66470444,0.8972290918003151,0.6231541037559509,1.0490528440435605
82,0.6666899,0.8957031477066104,0.638617992401123,1.016110880489833
83,0.668954,0.8914561749185621,0.6273335218429565,1.0303506850365909
84,0.6844892,0.8477543782110751,0.6427974104881287,0.9784100925766283
85,0.6878331,0.8380694025723578,0.6507383584976196,0.9744708723396137
86,0.69574,0.8252177807738645,0.6485093235969543,0.9731417957887439
87,0.69476473,0.8241280048131618,0.65352463722229,0.971650508078535
88,0.6945557,0.8231139746941454,0.6500418186187744,0.9712376494399683
89,0.6972378,0.8157215030648673,0.6494845151901245,0.9762150327220671
90,0.6962625,0.8182884276903569,0.6521314978599548,0.9719708476036032
91,0.6986311,0.8188701782643789,0.6505990624427795,0.9727890659969608
92,0.69953674,0.8097133057847193,0.6500418186187744,0.9751583963391773
93,0.6988053,0.8119720653726653,0.6486486196517944,0.9762960359242409
94,0.70005924,0.8074910552687121,0.6483700275421143,0.9769760899372372
95,0.70058167,0.8084370613164582,0.6493452191352844,0.9739266588814779
96,0.7004424,0.8089887566557996,0.6462802886962891,0.9765189537167649
97,0.7008255,0.8058338210419048,0.6480913758277893,0.9792092235748002
98,0.7013828,0.807458533746263,0.6478127837181091,0.9795195658365043
99,0.7029503,0.8023126441784889,0.6421008706092834,0.9805797999467847
100,0.7020795,0.8014690639697886,0.6494845151901245,0.9729710519562926
101,0.7039604,0.7991404081093505,0.6482307314872742,0.9734630004364523
102,0.7050402,0.7989020220284726,0.6466982364654541,0.9744588689207533
103,0.7051099,0.7970598013474361,0.6480913758277893,0.9739377883341559
104,0.70326376,0.7973183820317327,0.6485093235969543,0.9737734105484703
105,0.7050402,0.7945044289736785,0.6473948359489441,0.9734654216903869
106,0.70531887,0.7968624201209249,0.6473948359489441,0.9738583495836798
107,0.7057717,0.7935748192877757,0.6475341320037842,0.9741639780546504
108,0.706747,0.7952195033433649,0.6472554802894592,0.9743795109662082
109,0.70751333,0.7903576249915848,0.646976888179779,0.9748467756749263
